,date,year,month,type,region,plu,average_unit_price,volume_sold
0,2015-01-04,2015,1,conventional,California,plu4046,0.93,2.8436482599999997
1,2015-01-04,2015,1,conventional,California,plu4225,0.93,2.26775526
2,2015-01-04,2015,1,conventional,California,plu4770,0.93,0.13747964000000001
3,2015-01-04,2015,1,conventional,GreatLakes,plu4046,1.02,0.46725946999999995
4,2015-01-04,2015,1,conventional,GreatLakes,plu4225,1.02,2.0596577099999998
5,2015-01-04,2015,1,conventional,GreatLakes,plu4770,1.02,0.31810238
6,2015-01-04,2015,1,conventional,Midsouth,plu4046,1.1,0.57524544
7,2015-01-04,2015,1,conventional,Midsouth,plu4225,1.1,1.31150253
8,2015-01-04,2015,1,conventional,Midsouth,plu4770,1.1,0.18105865
9,2015-01-04,2015,1,conventional,Northeast,plu4046,1.09,0.12664065
10,2015-01-04,2015,1,conventional,Northeast,plu4225,1.09,2.86070993
11,2015-01-04,2015,1,conventional,Northeast,plu4770,1.09,0.00758038
12,2015-01-04,2015,1,conventional,Plains,plu4046,1.01,1.0278423
13,2015-01-04,2015,1,conventional,Plains,plu4225,1.01,0.46664112
14,2015-01-04,2015,1,conventional,Plains,plu4770,1.01,0.010476889999999999
15,2015-01-04,2015,1,conventional,SouthCentral,plu4046,0.77,2.7450091000000003
16,2015-01-04,2015,1,conventional,SouthCentral,plu4225,0.77,1.75514221
17,2015-01-04,2015,1,conventional,SouthCentral,plu4770,0.77,0.07343289
18,2015-01-04,2015,1,conventional,Southeast,plu4046,0.98,2.29606927
19,2015-01-04,2015,1,conventional,Southeast,plu4225,0.98,0.32037363
20,2015-01-04,2015,1,conventional,Southeast,plu4770,0.98,0.018938419999999997
21,2015-01-04,2015,1,conventional,West,plu4046,0.89,2.27544687
22,2015-01-04,2015,1,conventional,West,plu4225,0.89,2.58230065
23,2015-01-04,2015,1,conventional,West,plu4770,0.89,0.09702409
24,2015-01-04,2015,1,organic,California,plu4046,1.24,0.10749072999999999
25,2015-01-04,2015,1,organic,California,plu4225,1.24,0.02571196
26,2015-01-04,2015,1,organic,California,plu4770,1.24,2.9300000000000003e-06
27,2015-01-04,2015,1,organic,GreatLakes,plu4046,1.54,0.0036339299999999996
28,2015-01-04,2015,1,organic,GreatLakes,plu4225,1.54,0.04296306
29,2015-01-04,2015,1,organic,GreatLakes,plu4770,1.54,0.0
30,2015-01-04,2015,1,organic,Midsouth,plu4046,1.56,0.01004966
31,2015-01-04,2015,1,organic,Midsouth,plu4225,1.56,0.02522837
32,2015-01-04,2015,1,organic,Midsouth,plu4770,1.56,0.00367289
33,2015-01-04,2015,1,organic,Northeast,plu4046,1.88,0.00447673
34,2015-01-04,2015,1,organic,Northeast,plu4225,1.88,0.02238909
35,2015-01-04,2015,1,organic,Northeast,plu4770,1.88,2.3149999999999997e-05
36,2015-01-04,2015,1,organic,Plains,plu4046,1.69,0.0038743099999999997
37,2015-01-04,2015,1,organic,Plains,plu4225,1.69,0.01494534
38,2015-01-04,2015,1,organic,Plains,plu4770,1.69,3.245e-05
39,2015-01-04,2015,1,organic,SouthCentral,plu4046,1.35,0.02413972
40,2015-01-04,2015,1,organic,SouthCentral,plu4225,1.35,0.008586459999999999
41,2015-01-04,2015,1,organic,SouthCentral,plu4770,1.35,0.0
42,2015-01-04,2015,1,organic,Southeast,plu4046,1.75,0.00930734
43,2015-01-04,2015,1,organic,Southeast,plu4225,1.75,0.00384481
44,2015-01-04,2015,1,organic,Southeast,plu4770,1.75,0.00061528
45,2015-01-04,2015,1,organic,West,plu4046,1.4,0.07031371
46,2015-01-04,2015,1,organic,West,plu4225,1.4,0.07294211
47,2015-01-04,2015,1,organic,West,plu4770,1.4,2.43e-05
48,2015-01-11,2015,1,conventional,California,plu4046,0.92,2.8895912900000003
49,2015-01-11,2015,1,conventional,California,plu4225,0.92,2.4857201
50,2015-01-11,2015,1,conventional,California,plu4770,0.92,0.10357342
51,2015-01-11,2015,1,conventional,GreatLakes,plu4046,1.1,0.4169003
52,2015-01-11,2015,1,conventional,GreatLakes,plu4225,1.1,1.81861804
53,2015-01-11,2015,1,conventional,GreatLakes,plu4770,1.1,0.31685673
54,2015-01-11,2015,1,conventional,Midsouth,plu4046,1.17,0.5601191600000001
55,2015-01-11,2015,1,conventional,Midsouth,plu4225,1.17,1.03260649
56,2015-01-11,2015,1,conventional,Midsouth,plu4770,1.17,0.19151519
57,2015-01-11,2015,1,conventional,Northeast,plu4046,1.28,0.09734355
58,2015-01-11,2015,1,conventional,Northeast,plu4225,1.28,2.07066143
59,2015-01-11,2015,1,conventional,Northeast,plu4770,1.28,0.00691547
60,2015-01-11,2015,1,conventional,Plains,plu4046,1.09,0.73736386
61,2015-01-11,2015,1,conventional,Plains,plu4225,1.09,0.44820779
62,2015-01-11,2015,1,conventional,Plains,plu4770,1.09,0.010009450000000001
63,2015-01-11,2015,1,conventional,SouthCentral,plu4046,0.8,2.97336752
64,2015-01-11,2015,1,conventional,SouthCentral,plu4225,0.8,1.71717124
65,2015-01-11,2015,1,conventional,SouthCentral,plu4770,0.8,0.08837378
66,2015-01-11,2015,1,conventional,Southeast,plu4046,1.18,1.66701292
67,2015-01-11,2015,1,conventional,Southeast,plu4225,1.18,0.26902702
68,2015-01-11,2015,1,conventional,Southeast,plu4770,1.18,0.02191853
69,2015-01-11,2015,1,conventional,West,plu4046,0.95,2.20311192
70,2015-01-11,2015,1,conventional,West,plu4225,0.95,2.29276126
71,2015-01-11,2015,1,conventional,West,plu4770,0.95,0.12741209
72,2015-01-11,2015,1,organic,California,plu4046,1.1,0.12371251
73,2015-01-11,2015,1,organic,California,plu4225,1.1,0.02597527
74,2015-01-11,2015,1,organic,California,plu4770,1.1,1.47e-06
75,2015-01-11,2015,1,organic,GreatLakes,plu4046,1.69,0.00436225
76,2015-01-11,2015,1,organic,GreatLakes,plu4225,1.69,0.04455246
77,2015-01-11,2015,1,organic,GreatLakes,plu4770,1.69,0.0
78,2015-01-11,2015,1,organic,Midsouth,plu4046,1.52,0.01457074
79,2015-01-11,2015,1,organic,Midsouth,plu4225,1.52,0.03044575
80,2015-01-11,2015,1,organic,Midsouth,plu4770,1.52,0.0031701100000000003
81,2015-01-11,2015,1,organic,Northeast,plu4046,1.86,0.00361157
82,2015-01-11,2015,1,organic,Northeast,plu4225,1.86,0.020043889999999998
83,2015-01-11,2015,1,organic,Northeast,plu4770,1.86,6.593e-05
84,2015-01-11,2015,1,organic,Plains,plu4046,1.68,0.00663608
85,2015-01-11,2015,1,organic,Plains,plu4225,1.68,0.01528443
86,2015-01-11,2015,1,organic,Plains,plu4770,1.68,4.62e-06
87,2015-01-11,2015,1,organic,SouthCentral,plu4046,1.39,0.02776797
88,2015-01-11,2015,1,organic,SouthCentral,plu4225,1.39,0.008596610000000001
89,2015-01-11,2015,1,organic,SouthCentral,plu4770,1.39,0.0
90,2015-01-11,2015,1,organic,Southeast,plu4046,1.83,0.010166459999999999
91,2015-01-11,2015,1,organic,Southeast,plu4225,1.83,0.00467819
92,2015-01-11,2015,1,organic,Southeast,plu4770,1.83,0.0005244199999999999
93,2015-01-11,2015,1,organic,West,plu4046,1.39,0.08013916
94,2015-01-11,2015,1,organic,West,plu4225,1.39,0.11139500999999999
95,2015-01-11,2015,1,organic,West,plu4770,1.39,6.388e-05
96,2015-01-18,2015,1,conventional,California,plu4046,1.02,2.78085966
97,2015-01-18,2015,1,conventional,California,plu4225,1.02,2.10845036
98,2015-01-18,2015,1,conventional,California,plu4770,1.02,0.12161431
99,2015-01-18,2015,1,conventional,GreatLakes,plu4046,1.08,0.40168343
100,2015-01-18,2015,1,conventional,GreatLakes,plu4225,1.08,1.65032726
101,2015-01-18,2015,1,conventional,GreatLakes,plu4770,1.08,0.25710589
102,2015-01-18,2015,1,conventional,Midsouth,plu4046,1.19,0.53033383
103,2015-01-18,2015,1,conventional,Midsouth,plu4225,1.19,1.04542487
104,2015-01-18,2015,1,conventional,Midsouth,plu4770,1.19,0.18602752
105,2015-01-18,2015,1,conventional,Northeast,plu4046,1.32,0.09180308999999999
106,2015-01-18,2015,1,conventional,Northeast,plu4225,1.32,2.09878432
107,2015-01-18,2015,1,conventional,Northeast,plu4770,1.32,0.00721559
108,2015-01-18,2015,1,conventional,Plains,plu4046,1.02,0.96651575
109,2015-01-18,2015,1,conventional,Plains,plu4225,1.02,0.48515034
110,2015-01-18,2015,1,conventional,Plains,plu4770,1.02,0.0145047
111,2015-01-18,2015,1,conventional,SouthCentral,plu4046,0.79,2.8393599199999997
112,2015-01-18,2015,1,conventional,SouthCentral,plu4225,0.79,1.78204518
113,2015-01-18,2015,1,conventional,SouthCentral,plu4770,0.79,0.14648144
114,2015-01-18,2015,1,conventional,Southeast,plu4046,1.19,1.81584703
115,2015-01-18,2015,1,conventional,Southeast,plu4225,1.19,0.27369584
116,2015-01-18,2015,1,conventional,Southeast,plu4770,1.19,0.022004310000000003
117,2015-01-18,2015,1,conventional,West,plu4046,0.96,2.43173663
118,2015-01-18,2015,1,conventional,West,plu4225,0.96,2.25806963
119,2015-01-18,2015,1,conventional,West,plu4770,0.96,0.07634813
120,2015-01-18,2015,1,organic,California,plu4046,1.24,0.12313829
121,2015-01-18,2015,1,organic,California,plu4225,1.24,0.05861616
122,2015-01-18,2015,1,organic,California,plu4770,1.24,0.0
123,2015-01-18,2015,1,organic,GreatLakes,plu4046,1.73,0.00394159
124,2015-01-18,2015,1,organic,GreatLakes,plu4225,1.73,0.04365315
125,2015-01-18,2015,1,organic,GreatLakes,plu4770,1.73,0.0
126,2015-01-18,2015,1,organic,Midsouth,plu4046,1.65,0.01141528
127,2015-01-18,2015,1,organic,Midsouth,plu4225,1.65,0.025306560000000002
128,2015-01-18,2015,1,organic,Midsouth,plu4770,1.65,0.00334508
129,2015-01-18,2015,1,organic,Northeast,plu4046,1.94,0.00146114
130,2015-01-18,2015,1,organic,Northeast,plu4225,1.94,0.01331736
131,2015-01-18,2015,1,organic,Northeast,plu4770,1.94,7.35e-05
132,2015-01-18,2015,1,organic,Plains,plu4046,1.8,0.00634018
133,2015-01-18,2015,1,organic,Plains,plu4225,1.8,0.0134762
134,2015-01-18,2015,1,organic,Plains,plu4770,1.8,3.456e-05
135,2015-01-18,2015,1,organic,SouthCentral,plu4046,1.27,0.032913279999999996
136,2015-01-18,2015,1,organic,SouthCentral,plu4225,1.27,0.00634403
137,2015-01-18,2015,1,organic,SouthCentral,plu4770,1.27,0.0
138,2015-01-18,2015,1,organic,Southeast,plu4046,1.79,0.010781049999999999
139,2015-01-18,2015,1,organic,Southeast,plu4225,1.79,0.00348926
140,2015-01-18,2015,1,organic,Southeast,plu4770,1.79,0.00049866
141,2015-01-18,2015,1,organic,West,plu4046,1.33,0.06432876
142,2015-01-18,2015,1,organic,West,plu4225,1.33,0.1476083
143,2015-01-18,2015,1,organic,West,plu4770,1.33,6.905e-05
144,2015-01-25,2015,1,conventional,California,plu4046,1.06,2.38095561
145,2015-01-25,2015,1,conventional,California,plu4225,1.06,1.82778328
146,2015-01-25,2015,1,conventional,California,plu4770,1.06,0.1505355
147,2015-01-25,2015,1,conventional,GreatLakes,plu4046,1.13,0.39028967
148,2015-01-25,2015,1,conventional,GreatLakes,plu4225,1.13,1.64908275
149,2015-01-25,2015,1,conventional,GreatLakes,plu4770,1.13,0.27164256
150,2015-01-25,2015,1,conventional,Midsouth,plu4046,1.15,0.56643598
151,2015-01-25,2015,1,conventional,Midsouth,plu4225,1.15,1.0776308
152,2015-01-25,2015,1,conventional,Midsouth,plu4770,1.15,0.16487348000000002
153,2015-01-25,2015,1,conventional,Northeast,plu4046,1.27,0.09676181
154,2015-01-25,2015,1,conventional,Northeast,plu4225,1.27,2.12918849
155,2015-01-25,2015,1,conventional,Northeast,plu4770,1.27,0.007923649999999999
156,2015-01-25,2015,1,conventional,Plains,plu4046,1.08,0.84133254
157,2015-01-25,2015,1,conventional,Plains,plu4225,1.08,0.45416229999999996
158,2015-01-25,2015,1,conventional,Plains,plu4770,1.08,0.014022680000000001
159,2015-01-25,2015,1,conventional,SouthCentral,plu4046,0.81,3.2055333900000003
160,2015-01-25,2015,1,conventional,SouthCentral,plu4225,0.81,1.2988429
161,2015-01-25,2015,1,conventional,SouthCentral,plu4770,0.81,0.06887069
162,2015-01-25,2015,1,conventional,Southeast,plu4046,1.15,1.99097847
163,2015-01-25,2015,1,conventional,Southeast,plu4225,1.15,0.26602434
164,2015-01-25,2015,1,conventional,Southeast,plu4770,1.15,0.01860092
165,2015-01-25,2015,1,conventional,West,plu4046,0.94,2.69515756
166,2015-01-25,2015,1,conventional,West,plu4225,0.94,2.03193797
167,2015-01-25,2015,1,conventional,West,plu4770,0.94,0.07155057000000001
168,2015-01-25,2015,1,organic,California,plu4046,1.3,0.08095224000000001
169,2015-01-25,2015,1,organic,California,plu4225,1.3,0.028216130000000002
170,2015-01-25,2015,1,organic,California,plu4770,1.3,0.0
171,2015-01-25,2015,1,organic,GreatLakes,plu4046,1.63,0.0036095
172,2015-01-25,2015,1,organic,GreatLakes,plu4225,1.63,0.0453273
173,2015-01-25,2015,1,organic,GreatLakes,plu4770,1.63,0.0
174,2015-01-25,2015,1,organic,Midsouth,plu4046,1.63,0.01116054
175,2015-01-25,2015,1,organic,Midsouth,plu4225,1.63,0.02602958
176,2015-01-25,2015,1,organic,Midsouth,plu4770,1.63,0.00329783
177,2015-01-25,2015,1,organic,Northeast,plu4046,1.92,0.0025191700000000003
178,2015-01-25,2015,1,organic,Northeast,plu4225,1.92,0.01714702
179,2015-01-25,2015,1,organic,Northeast,plu4770,1.92,7.305e-05
180,2015-01-25,2015,1,organic,Plains,plu4046,1.8,0.0037328400000000003
181,2015-01-25,2015,1,organic,Plains,plu4225,1.8,0.01498792
182,2015-01-25,2015,1,organic,Plains,plu4770,1.8,2.069e-05
183,2015-01-25,2015,1,organic,SouthCentral,plu4046,1.37,0.03421111
184,2015-01-25,2015,1,organic,SouthCentral,plu4225,1.37,0.00879221
185,2015-01-25,2015,1,organic,SouthCentral,plu4770,1.37,0.0
186,2015-01-25,2015,1,organic,Southeast,plu4046,1.81,0.00985511
187,2015-01-25,2015,1,organic,Southeast,plu4225,1.81,0.00318702
188,2015-01-25,2015,1,organic,Southeast,plu4770,1.81,0.00061299
189,2015-01-25,2015,1,organic,West,plu4046,1.52,0.06145435
190,2015-01-25,2015,1,organic,West,plu4225,1.52,0.06862486
191,2015-01-25,2015,1,organic,West,plu4770,1.52,0.0007492999999999999
192,2015-02-01,2015,2,conventional,California,plu4046,0.85,4.79414214
193,2015-02-01,2015,2,conventional,California,plu4225,0.85,3.4607438
194,2015-02-01,2015,2,conventional,California,plu4770,0.85,0.17714549
195,2015-02-01,2015,2,conventional,GreatLakes,plu4046,0.91,0.7688743499999999
196,2015-02-01,2015,2,conventional,GreatLakes,plu4225,0.91,2.94856471
197,2015-02-01,2015,2,conventional,GreatLakes,plu4770,0.91,0.51015365
198,2015-02-01,2015,2,conventional,Midsouth,plu4046,0.99,0.88852317
199,2015-02-01,2015,2,conventional,Midsouth,plu4225,0.99,1.79850477
200,2015-02-01,2015,2,conventional,Midsouth,plu4770,0.99,0.38825915
201,2015-02-01,2015,2,conventional,Northeast,plu4046,1.23,0.133613
202,2015-02-01,2015,2,conventional,Northeast,plu4225,1.23,3.1493753399999997
203,2015-02-01,2015,2,conventional,Northeast,plu4770,1.23,0.00919141
204,2015-02-01,2015,2,conventional,Plains,plu4046,0.92,1.38325928
205,2015-02-01,2015,2,conventional,Plains,plu4225,0.92,0.92644437
206,2015-02-01,2015,2,conventional,Plains,plu4770,0.92,0.013768850000000001
207,2015-02-01,2015,2,conventional,SouthCentral,plu4046,0.71,3.7769367099999998
208,2015-02-01,2015,2,conventional,SouthCentral,plu4225,0.71,2.3489800099999996
209,2015-02-01,2015,2,conventional,SouthCentral,plu4770,0.71,0.16184526999999999
210,2015-02-01,2015,2,conventional,Southeast,plu4046,0.93,3.6563389500000003
211,2015-02-01,2015,2,conventional,Southeast,plu4225,0.93,0.45119473
212,2015-02-01,2015,2,conventional,Southeast,plu4770,0.93,0.040258760000000005
213,2015-02-01,2015,2,conventional,West,plu4046,0.84,3.5313504399999998
214,2015-02-01,2015,2,conventional,West,plu4225,0.84,3.872672
215,2015-02-01,2015,2,conventional,West,plu4770,0.84,0.08089353
216,2015-02-01,2015,2,organic,California,plu4046,1.11,0.14233245
217,2015-02-01,2015,2,organic,California,plu4225,1.11,0.041999510000000004
218,2015-02-01,2015,2,organic,California,plu4770,1.11,2.92e-06
219,2015-02-01,2015,2,organic,GreatLakes,plu4046,1.53,0.00406276
220,2015-02-01,2015,2,organic,GreatLakes,plu4225,1.53,0.04637883
221,2015-02-01,2015,2,organic,GreatLakes,plu4770,1.53,0.0
222,2015-02-01,2015,2,organic,Midsouth,plu4046,1.44,0.01727651
223,2015-02-01,2015,2,organic,Midsouth,plu4225,1.44,0.03075168
224,2015-02-01,2015,2,organic,Midsouth,plu4770,1.44,0.0048136
225,2015-02-01,2015,2,organic,Northeast,plu4046,1.78,0.0032789200000000003
226,2015-02-01,2015,2,organic,Northeast,plu4225,1.78,0.02369461
227,2015-02-01,2015,2,organic,Northeast,plu4770,1.78,1.397e-05
228,2015-02-01,2015,2,organic,Plains,plu4046,1.67,0.00390424
229,2015-02-01,2015,2,organic,Plains,plu4225,1.67,0.01449951
230,2015-02-01,2015,2,organic,Plains,plu4770,1.67,3.2149999999999995e-05
231,2015-02-01,2015,2,organic,SouthCentral,plu4046,1.28,0.03340872
232,2015-02-01,2015,2,organic,SouthCentral,plu4225,1.28,0.01041041
233,2015-02-01,2015,2,organic,SouthCentral,plu4770,1.28,0.0
234,2015-02-01,2015,2,organic,Southeast,plu4046,1.6,0.008698270000000001
235,2015-02-01,2015,2,organic,Southeast,plu4225,1.6,0.00936882
236,2015-02-01,2015,2,organic,Southeast,plu4770,1.6,0.00080465
237,2015-02-01,2015,2,organic,West,plu4046,1.34,0.08959958999999999
238,2015-02-01,2015,2,organic,West,plu4225,1.34,0.08218307000000001
239,2015-02-01,2015,2,organic,West,plu4770,1.34,0.00018499
240,2015-02-08,2015,2,conventional,California,plu4046,0.91,2.90884538
241,2015-02-08,2015,2,conventional,California,plu4225,0.91,2.20039389
242,2015-02-08,2015,2,conventional,California,plu4770,0.91,0.14945893
243,2015-02-08,2015,2,conventional,GreatLakes,plu4046,1.07,0.51578901
244,2015-02-08,2015,2,conventional,GreatLakes,plu4225,1.07,1.54125299
245,2015-02-08,2015,2,conventional,GreatLakes,plu4770,1.07,0.23878053
246,2015-02-08,2015,2,conventional,Midsouth,plu4046,1.06,0.73285405
247,2015-02-08,2015,2,conventional,Midsouth,plu4225,1.06,1.22215962
248,2015-02-08,2015,2,conventional,Midsouth,plu4770,1.06,0.15949159
249,2015-02-08,2015,2,conventional,Northeast,plu4046,1.09,0.12897849
250,2015-02-08,2015,2,conventional,Northeast,plu4225,1.09,3.3548766299999997
251,2015-02-08,2015,2,conventional,Northeast,plu4770,1.09,0.00721981
252,2015-02-08,2015,2,conventional,Plains,plu4046,0.98,1.07751179
253,2015-02-08,2015,2,conventional,Plains,plu4225,0.98,0.49040356
254,2015-02-08,2015,2,conventional,Plains,plu4770,0.98,0.01248808
255,2015-02-08,2015,2,conventional,SouthCentral,plu4046,0.73,3.32343066
256,2015-02-08,2015,2,conventional,SouthCentral,plu4225,0.73,1.92740412
257,2015-02-08,2015,2,conventional,SouthCentral,plu4770,0.73,0.07588505000000001
258,2015-02-08,2015,2,conventional,Southeast,plu4046,1.11,1.87166173
259,2015-02-08,2015,2,conventional,Southeast,plu4225,1.11,0.22603973000000002
260,2015-02-08,2015,2,conventional,Southeast,plu4770,1.11,0.01831004
261,2015-02-08,2015,2,conventional,West,plu4046,0.89,2.74912229
262,2015-02-08,2015,2,conventional,West,plu4225,0.89,2.418817
263,2015-02-08,2015,2,conventional,West,plu4770,0.89,0.07630542
264,2015-02-08,2015,2,organic,California,plu4046,1.35,0.0944409
265,2015-02-08,2015,2,organic,California,plu4225,1.35,0.024587900000000003
266,2015-02-08,2015,2,organic,California,plu4770,1.35,0.0
267,2015-02-08,2015,2,organic,GreatLakes,plu4046,1.64,0.00371176
268,2015-02-08,2015,2,organic,GreatLakes,plu4225,1.64,0.03551266
269,2015-02-08,2015,2,organic,GreatLakes,plu4770,1.64,0.0
270,2015-02-08,2015,2,organic,Midsouth,plu4046,1.58,0.00782443
271,2015-02-08,2015,2,organic,Midsouth,plu4225,1.58,0.026491709999999998
272,2015-02-08,2015,2,organic,Midsouth,plu4770,1.58,0.0043881499999999995
273,2015-02-08,2015,2,organic,Northeast,plu4046,1.85,0.0025478099999999997
274,2015-02-08,2015,2,organic,Northeast,plu4225,1.85,0.019979959999999998
275,2015-02-08,2015,2,organic,Northeast,plu4770,1.85,3.8350000000000004e-05
276,2015-02-08,2015,2,organic,Plains,plu4046,1.54,0.00390627
277,2015-02-08,2015,2,organic,Plains,plu4225,1.54,0.02698791
278,2015-02-08,2015,2,organic,Plains,plu4770,1.54,3.2130000000000006e-05
279,2015-02-08,2015,2,organic,SouthCentral,plu4046,1.39,0.02817054
280,2015-02-08,2015,2,organic,SouthCentral,plu4225,1.39,0.00688682
281,2015-02-08,2015,2,organic,SouthCentral,plu4770,1.39,0.0
282,2015-02-08,2015,2,organic,Southeast,plu4046,1.51,0.01019775
283,2015-02-08,2015,2,organic,Southeast,plu4225,1.51,0.01665811
284,2015-02-08,2015,2,organic,Southeast,plu4770,1.51,0.00079254
285,2015-02-08,2015,2,organic,West,plu4046,1.4,0.06485854
286,2015-02-08,2015,2,organic,West,plu4225,1.4,0.11679277
287,2015-02-08,2015,2,organic,West,plu4770,1.4,6.538e-05
288,2015-02-15,2015,2,conventional,California,plu4046,0.96,3.3151636
289,2015-02-15,2015,2,conventional,California,plu4225,0.96,1.62046213
290,2015-02-15,2015,2,conventional,California,plu4770,0.96,0.16990754
291,2015-02-15,2015,2,conventional,GreatLakes,plu4046,1.15,0.39097321
292,2015-02-15,2015,2,conventional,GreatLakes,plu4225,1.15,1.3314204299999999
293,2015-02-15,2015,2,conventional,GreatLakes,plu4770,1.15,0.23703032999999998
294,2015-02-15,2015,2,conventional,Midsouth,plu4046,1.17,0.63426643
295,2015-02-15,2015,2,conventional,Midsouth,plu4225,1.17,0.98238032
296,2015-02-15,2015,2,conventional,Midsouth,plu4770,1.17,0.20649963000000002
297,2015-02-15,2015,2,conventional,Northeast,plu4046,1.29,0.0880562
298,2015-02-15,2015,2,conventional,Northeast,plu4225,1.29,1.95807538
299,2015-02-15,2015,2,conventional,Northeast,plu4770,1.29,0.00777307
300,2015-02-15,2015,2,conventional,Plains,plu4046,1.05,0.8473287700000001
301,2015-02-15,2015,2,conventional,Plains,plu4225,1.05,0.40954135999999997
302,2015-02-15,2015,2,conventional,Plains,plu4770,1.05,0.017649520000000002
303,2015-02-15,2015,2,conventional,SouthCentral,plu4046,0.8,3.0469977000000004
304,2015-02-15,2015,2,conventional,SouthCentral,plu4225,0.8,1.42155706
305,2015-02-15,2015,2,conventional,SouthCentral,plu4770,0.8,0.09396198
306,2015-02-15,2015,2,conventional,Southeast,plu4046,1.16,1.8205641499999998
307,2015-02-15,2015,2,conventional,Southeast,plu4225,1.16,0.21933678
308,2015-02-15,2015,2,conventional,Southeast,plu4770,1.16,0.02170604
309,2015-02-15,2015,2,conventional,West,plu4046,0.98,2.48326525
310,2015-02-15,2015,2,conventional,West,plu4225,0.98,1.8407161399999998
311,2015-02-15,2015,2,conventional,West,plu4770,0.98,0.09112541
312,2015-02-15,2015,2,organic,California,plu4046,1.52,0.08544497
313,2015-02-15,2015,2,organic,California,plu4225,1.52,0.02168975
314,2015-02-15,2015,2,organic,California,plu4770,1.52,0.0
315,2015-02-15,2015,2,organic,GreatLakes,plu4046,1.65,0.0036335399999999998
316,2015-02-15,2015,2,organic,GreatLakes,plu4225,1.65,0.040867129999999995
317,2015-02-15,2015,2,organic,GreatLakes,plu4770,1.65,0.0
318,2015-02-15,2015,2,organic,Midsouth,plu4046,1.48,0.007426100000000001
319,2015-02-15,2015,2,organic,Midsouth,plu4225,1.48,0.03430693
320,2015-02-15,2015,2,organic,Midsouth,plu4770,1.48,0.00406767
321,2015-02-15,2015,2,organic,Northeast,plu4046,1.84,0.00363389
322,2015-02-15,2015,2,organic,Northeast,plu4225,1.84,0.02138514
323,2015-02-15,2015,2,organic,Northeast,plu4770,1.84,7.886e-05
324,2015-02-15,2015,2,organic,Plains,plu4046,1.68,0.004337720000000001
325,2015-02-15,2015,2,organic,Plains,plu4225,1.68,0.01989257
326,2015-02-15,2015,2,organic,Plains,plu4770,1.68,3.21e-05
327,2015-02-15,2015,2,organic,SouthCentral,plu4046,1.39,0.03265536
328,2015-02-15,2015,2,organic,SouthCentral,plu4225,1.39,0.007467649999999999
329,2015-02-15,2015,2,organic,SouthCentral,plu4770,1.39,0.0
330,2015-02-15,2015,2,organic,Southeast,plu4046,1.64,0.00954272
331,2015-02-15,2015,2,organic,Southeast,plu4225,1.64,0.010814639999999999
332,2015-02-15,2015,2,organic,Southeast,plu4770,1.64,0.00066644
333,2015-02-15,2015,2,organic,West,plu4046,1.58,0.06097633
334,2015-02-15,2015,2,organic,West,plu4225,1.58,0.07222953
335,2015-02-15,2015,2,organic,West,plu4770,1.58,0.00010493000000000001
336,2015-02-22,2015,2,conventional,California,plu4046,0.96,3.2101772200000003
337,2015-02-22,2015,2,conventional,California,plu4225,0.96,1.93369949
338,2015-02-22,2015,2,conventional,California,plu4770,0.96,0.17267588
339,2015-02-22,2015,2,conventional,GreatLakes,plu4046,1.16,0.39140093
340,2015-02-22,2015,2,conventional,GreatLakes,plu4225,1.16,1.48203331
341,2015-02-22,2015,2,conventional,GreatLakes,plu4770,1.16,0.24654113
342,2015-02-22,2015,2,conventional,Midsouth,plu4046,1.1,0.63267012
343,2015-02-22,2015,2,conventional,Midsouth,plu4225,1.1,1.2091500400000001
344,2015-02-22,2015,2,conventional,Midsouth,plu4770,1.1,0.29522818
345,2015-02-22,2015,2,conventional,Northeast,plu4046,1.29,0.09228305
346,2015-02-22,2015,2,conventional,Northeast,plu4225,1.29,2.00307622
347,2015-02-22,2015,2,conventional,Northeast,plu4770,1.29,0.00704952
348,2015-02-22,2015,2,conventional,Plains,plu4046,1.08,0.81873611
349,2015-02-22,2015,2,conventional,Plains,plu4225,1.08,0.43067965999999996
350,2015-02-22,2015,2,conventional,Plains,plu4770,1.08,0.02028744
351,2015-02-22,2015,2,conventional,SouthCentral,plu4046,0.85,3.0777306600000003
352,2015-02-22,2015,2,conventional,SouthCentral,plu4225,0.85,1.40813641
353,2015-02-22,2015,2,conventional,SouthCentral,plu4770,0.85,0.08170828999999999
354,2015-02-22,2015,2,conventional,Southeast,plu4046,1.11,1.96071306
355,2015-02-22,2015,2,conventional,Southeast,plu4225,1.11,0.23652037
356,2015-02-22,2015,2,conventional,Southeast,plu4770,1.11,0.034466489999999995
357,2015-02-22,2015,2,conventional,West,plu4046,0.95,2.44485121
358,2015-02-22,2015,2,conventional,West,plu4225,0.95,2.65098614
359,2015-02-22,2015,2,conventional,West,plu4770,0.95,0.07918193
360,2015-02-22,2015,2,organic,California,plu4046,1.41,0.10223230999999999
361,2015-02-22,2015,2,organic,California,plu4225,1.41,0.02571573
362,2015-02-22,2015,2,organic,California,plu4770,1.41,0.0
363,2015-02-22,2015,2,organic,GreatLakes,plu4046,1.68,0.0037564
364,2015-02-22,2015,2,organic,GreatLakes,plu4225,1.68,0.04124241
365,2015-02-22,2015,2,organic,GreatLakes,plu4770,1.68,0.0
366,2015-02-22,2015,2,organic,Midsouth,plu4046,1.4,0.01545967
